47175712,9093 , 15,875
47175759,7866 , 31,5
47175806,66 , 62,75
47175853,5356 , 125,25
47175900,4129 , 250,25
47175947,2868 , 312,75
47175994,1619 , 250,25
47176041,0375 , 125,25
47176087,9144 , 62,75
47176134,7921 , 31,5
47176181,6668 , 15,875
47176228,5402 , 31,5
47176275,4197 , 62,75
47176322,294 , 125,25
47176369,1841 , 250,25
47176416,0413 , 312,75
47176462,9186 , 250,25
47176509,7933 , 125,25
47176556,6753 , 62,75
47176603,5449 , 31,5
47176650,42 , 15,875
47176697,3251 , 31,5
47176744,1776 , 62,75
47176776,6477 , 125,25
47176809,1417 , 250,25
47176841,2611 , 312,75
47176873,7115 , 250,25
47176906,1777 , 125,25
47176938,2004 , 62,75
47176970,215 , 31,5
47177016,488 , 15,875
47177063,3662 , 31,5
47177110,2302 , 62,75
47177157,1276 , 125,25
47177203,9955 , 250,25
47177250,8659 , 312,75
47177297,7432 , 250,25
47177344,6303 , 125,25
47177391,4974 , 62,75
47177438,3682 , 31,5
47177485,2284 , 15,875
47177532,1044 , 31,5
47177578,9843 , 62,75
47177625,8612 , 125,25
47177672,7372 , 250,25
47177719,6346 , 312,75
47177766,5101 , 250,25
47177813,3712 , 125,25
47177860,2331 , 62,75
47177907,1365 , 31,5
47177954,0048 , 15,875
47178000,8739 , 31,5
47178047,7653 , 62,75
47178094,6405 , 125,25
47178141,5152 , 250,25
47178188,3805 , 312,75
47178235,2553 , 250,25
47178282,1411 , 125,25
47178329,018 , 62,75
47178375,8636 , 31,5
47178422,7576 , 15,875
47178469,6443 , 31,5
47178516,4917 , 62,75
47178563,3843 , 125,25
47178610,2428 , 250,25
47178657,1466 , 312,75
47178704,0111 , 250,25
47178750,8867 , 125,25
47178797,7644 , 62,75
47178844,6211 , 31,5
47178891,525 , 15,875
47178938,3997 , 31,5
47178985,2757 , 62,75
47179032,1517 , 125,25
47179079,0273 , 250,25
47179125,902 , 312,75
47179172,7686 , 250,25
47179219,6425 , 125,25
47179266,5296 , 62,75
47179313,406 , 31,5
47179360,2799 , 15,875
47179407,1551 , 31,5
47179454,0212 , 62,75
47179500,8955 , 125,25
47179547,754 , 250,25
47179594,6441 , 312,75
47179641,5223 , 250,25
47179688,4 , 125,25
47179735,2747 , 62,75
47179782,1319 , 31,5
47179829,0366 , 15,875
47179875,9015 , 31,5
47179908,1911 , 62,75
47179940,2211 , 125,25
47179972,2442 , 250,25
47180004,3225 , 312,75
47180036,725 , 250,25
47180069,7758 , 125,25
47180116,645 , 62,75
47180163,5142 , 31,5
47180210,3927 , 15,875
47180257,2782 , 31,5
47180304,1546 , 62,75
47180351,0302 , 125,25
47180397,9066 , 250,25
47180444,76 , 312,75
47180491,6283 , 250,25
47180538,521 , 125,25
47180585,3794 , 62,75
47180632,2597 , 31,5
47180679,1456 , 15,875
47180726,0237 , 31,5
47180758,4365 , 62,75
47180790,5811 , 125,25
47180822,7295 , 250,25
47180854,8493 , 312,75
47180886,9533 , 250,25
47180919,3755 , 125,25
47180953,5339 , 62,75
47181000,4039 , 31,5
47181047,2936 , 15,875
47181094,1679 , 31,5
47181141,017 , 62,75
47181187,9123 , 125,25
47181234,766 , 250,25
47181281,6703 , 312,75
47181328,5463 , 250,25
47181375,4214 , 125,25
47181422,2748 , 62,75
47181469,1628 , 31,5
47181516,0379 , 15,875
47181562,8985 , 31,5
47181609,7886 , 62,75
47181656,6651 , 125,25
47181703,5514 , 250,25
47181750,4269 , 312,75
47181797,2914 , 250,25
47181844,167 , 125,25
47181891,0528 , 62,75
47181937,9049 , 31,5
47181984,7916 , 15,875
47182031,6689 , 31,5
47182078,5569 , 62,75
47182125,4307 , 125,25
47182172,3063 , 250,25
47182219,1721 , 312,75
47182266,0468 , 250,25
47182312,9343 , 125,25
47182359,7804 , 62,75
47182406,6735 , 31,5
47182453,5367 , 15,875
47182500,4281 , 31,5
47182547,3007 , 62,75
47182594,1575 , 125,25
47182641,0356 , 250,25
47182687,9377 , 312,75
47182734,8056 , 250,25
47182781,6786 , 125,25
47182828,5367 , 62,75
47182875,4191 , 31,5
47182922,2887 , 15,875
47182969,1634 , 31,5
47183016,0663 , 62,75
47183062,9295 , 125,25
47183109,791 , 250,25
47183156,6939 , 312,75
47183203,5695 , 250,25
47183250,4443 , 125,25
47183297,3134 , 62,75
47183344,183 , 31,5
47183391,0714 , 15,875
47183437,9239 , 31,5
47183484,8102 , 62,75
47183531,6695 , 125,25
47183578,5511 , 250,25
47183625,4412 , 312,75
47183672,3121 , 250,25
47183719,1902 , 125,25
47183766,0765 , 62,75
47183812,9525 , 31,5
47183859,7994 , 15,875
47183906,693 , 31,5
47183953,5793 , 62,75
47184000,4553 , 125,25
47184047,3304 , 250,25
47184094,185 , 312,75
47184141,0705 , 250,25
47184187,946 , 125,25
47184234,8067 , 62,75
47184281,6981 , 31,5
47184328,5728 , 15,875
47184375,433 , 31,5
47184422,3244 , 62,75
47184469,1829 , 125,25
47184516,0867 , 250,25
47184562,9383 , 312,75
47184609,8263 , 250,25
47184656,7023 , 125,25
47184703,5804 , 62,75
47184750,453 , 31,5
47184797,3153 , 15,875
47184844,1879 , 31,5
47184891,0836 , 62,75
47184937,9429 , 125,25
47184984,8279 , 250,25
47185031,6898 , 312,75
47185078,5928 , 250,25
47185125,4688 , 125,25
47185172,3213 , 62,75
47185219,2063 , 31,5
47185266,0848 , 15,875
47185312,9711 , 31,5
47185359,8463 , 62,75
47185406,7214 , 125,25
47185453,5979 , 250,25
47185500,473 , 312,75
47185547,3379 , 250,25
47185594,2131 , 125,25
47185641,0899 , 62,75
47185673,4501 , 31,5
47185705,4784 , 15,875
47185737,5092 , 31,5
47185769,5319 , 62,75
47185801,5547 , 125,25
47185835,7204 , 250,25
47185882,596 , 312,75
47185929,4617 , 250,25
47185976,3369 , 125,25
47186023,1975 , 62,75
47186070,0692 , 31,5
47186116,9465 , 15,875
47186163,8413 , 31,5
47186210,7148 , 62,75
47186257,5715 , 125,25
47186304,4758 , 250,25
47186351,324 , 312,75
47186398,2171 , 250,25
47186445,1021 , 125,25
47186491,9785 , 62,75
47186538,8438 , 31,5
47186585,7194 , 15,875
47186632,6061 , 31,5
47186679,4813 , 62,75
47186726,356 , 125,25
47186773,2316 , 250,25
47186805,4609 , 312,75
47186837,6538 , 250,25
47186869,7009 , 125,25
47186901,7241 , 62,75
47186933,7335 , 31,5
47186968,3885 , 15,875
47187015,2662 , 31,5
47187062,1243 , 62,75
47187108,9998 , 125,25
47187155,878 , 250,25
47187202,7681 , 312,75
47187249,6544 , 250,25
47187296,5308 , 125,25
47187343,3974 , 62,75
47187390,2542 , 31,5
47187422,2615 , 15,875
47187454,3595 , 31,5
47187486,3822 , 62,75
47187518,405 , 125,25
47187550,4277 , 250,25
47187587,6161 , 312,75
47187634,4827 , 250,25
47187681,3565 , 125,25
47187728,2154 , 62,75
47187775,1051 , 31,5
47187821,9841 , 15,875
47187868,8704 , 31,5
47187915,7319 , 62,75
47187962,6105 , 125,25
47188009,4745 , 250,25
47188056,3642 , 312,75
47188088,5627 , 250,25
47188120,9558 , 125,25
47188152,9862 , 62,75
47188185,0089 , 31,5
47188217,024 , 15,875
47188249,1716 , 31,5
47188296,0501 , 62,75
47188342,936 , 125,25
47188389,8017 , 250,25
47188421,8886 , 312,75
47188454,1299 , 250,25
47188486,1616 , 125,25
47188518,189 , 62,75
47188550,2117 , 31,5
47188584,8889 , 15,875
47188631,7423 , 31,5
47188678,6474 , 62,75
47188725,4934 , 125,25
47188772,3703 , 250,25
47188819,245 , 312,75
47188866,121 , 250,25
47188912,9957 , 125,25
47188959,8996 , 62,75
47189006,7674 , 31,5
47189038,8821 , 15,875
47189070,9335 , 31,5
47189102,9558 , 62,75
47189134,979 , 125,25
47189167,0017 , 250,25
47189203,605 , 312,75
47189250,4793 , 250,25
47189297,354 , 125,25
47189344,2309 , 62,75
47189391,1082 , 31,5
47189437,9808 , 15,875
47189484,8867 , 31,5
47189531,7384 , 62,75
47189578,614 , 125,25
47189625,4895 , 250,25
47189672,3596 , 312,75
47189704,4251 , 250,25
47189736,9186 , 125,25
47189769,02 , 62,75
47189801,0432 , 31,5
47189833,6095 , 15,875
47189877,8003 , 31,5
47189924,6763 , 62,75
47189971,5685 , 125,25
47190018,4266 , 250,25
47190065,3175 , 312,75
47190112,1957 , 250,25
47190159,082 , 125,25
47190205,9575 , 62,75
47190237,9803 , 31,5
47190269,9855 , 15,875
47190302,0074 , 31,5
47190334,0348 , 62,75
47190366,0528 , 125,25
47190412,9878 , 250,25
47190459,8369 , 312,75
47190506,7313 , 250,25
47190538,858 , 125,25
47190570,8892 , 62,75
47190602,9115 , 31,5
47190634,9343 , 15,875
47190667,4569 , 31,5
47190706,1284 , 62,75
47190738,1533 , 125,25
47190770,176 , 250,25
47190802,6542 , 312,75
47190835,0177 , 250,25
47190867,4284 , 125,25
47190905,0735 , 62,75
47190951,9661 , 31,5
47190998,852 , 15,875
47191045,7289 , 31,5
47191092,5758 , 62,75
47191139,4723 , 125,25
47191171,5147 , 250,25
47191203,9814 , 312,75
47191236,1965 , 250,25
47191268,2522 , 125,25
47191300,2792 , 62,75
47191347,5487 , 31,5
47191394,4195 , 15,875
47191441,3126 , 31,5
47191488,1698 , 62,75
47191535,0463 , 125,25
47191581,927 , 250,25
47191628,7966 , 312,75
47191675,6713 , 250,25
47191722,5785 , 125,25
47191755,0315 , 62,75
47191787,0525 , 31,5
47191819,0697 , 15,875
47191851,086 , 31,5
47191883,1087 , 62,75
47191919,2737 , 125,25
47191966,1352 , 250,25
47192013,0065 , 312,75
47192059,8804 , 250,25
47192106,7564 , 125,25
47192153,6328 , 62,75
47192200,5259 , 31,5
47192247,4139 , 15,875
47192294,2801 , 31,5
47192341,1501 , 62,75
47192388,0094 , 125,25
47192434,891 , 250,25
47192481,7627 , 312,75
47192528,6366 , 250,25
47192575,5117 , 125,25
47192622,3912 , 62,75
47192654,8493 , 31,5
47192686,8724 , 15,875
47192719,3686 , 31,5
47192751,4969 , 62,75
47192783,5248 , 125,25
47192820,6204 , 250,25
47192866,576 , 312,75
47192913,4486 , 250,25
47192960,3157 , 125,25
47193007,1737 , 62,75
47193054,0702 , 31,5
47193100,924 , 15,875
47193147,7996 , 31,5
47193194,6966 , 62,75
47193241,5662 , 125,25
47193288,4563 , 250,25
47193335,3323 , 312,75
47193382,2079 , 250,25
47193429,0822 , 125,25
47193475,962 , 62,75
47193522,8235 , 31,5
47193554,8325 , 15,875
47193586,8634 , 31,5
47193618,8857 , 62,75
47193650,9089 , 125,25
47193682,9312 , 250,25
47193721,5355 , 312,75
47193768,4106 , 250,25
47193815,7673 , 125,25
47193862,1336 , 62,75
47193909,0271 , 31,5
47193955,886 , 15,875
47193988,3736 , 31,5
47194020,3951 , 62,75
47194052,4935 , 125,25
47194084,5162 , 250,25
47194117,0068 , 312,75
47194152,6064 , 250,25
47194199,4829 , 125,25
47194246,3567 , 62,75
47194293,2511 , 31,5
47194340,1117 , 15,875
47194386,9997 , 31,5
47194433,8599 , 62,75
47194480,7411 , 125,25
47194527,6325 , 250,25
47194574,4862 , 312,75
47194621,3614 , 250,25
47194668,2378 , 125,25
47194715,116 , 62,75
47194761,9881 , 31,5
47194808,8825 , 15,875
47194855,7701 , 31,5
47194902,6157 , 62,75
47194949,4926 , 125,25
47194996,3955 , 250,25
47195043,2416 , 312,75
47195090,1172 , 250,25
47195137,024 , 125,25
47195183,8722 , 62,75
47195230,7457 , 31,5
47195277,6392 , 15,875
47195324,5152 , 31,5
47195371,3916 , 62,75
47195418,2766 , 125,25
47195465,1518 , 250,25
47195511,9979 , 312,75
47195558,873 , 250,25
47195605,7495 , 125,25
47195652,6289 , 62,75
47195699,5015 , 31,5
47195746,3942 , 15,875
47195793,2813 , 31,5
47195840,1282 , 62,75
47195887,0076 , 125,25
47195933,8965 , 250,25
47195980,7532 , 312,75
47196027,6297 , 250,25
47196074,507 , 125,25
47196121,4099 , 62,75
47196168,2851 , 31,5
47196215,1316 , 15,875
47196262,0067 , 31,5
47196308,8879 , 62,75
47196355,7639 , 125,25
47196402,639 , 250,25
47196449,5116 , 312,75
47196496,3846 , 250,25
47196543,2602 , 125,25
47196590,1397 , 62,75
47196637,0131 , 31,5
47196683,8934 , 15,875
47196730,7814 , 31,5
47196777,6565 , 62,75
47196824,5146 , 125,25
47196871,3901 , 250,25
47196903,4018 , 312,75
47196935,6281 , 250,25
47196968,0476 , 125,25
47197000,0768 , 62,75
47197032,0995 , 31,5
47197076,3878 , 15,875
47197123,2638 , 31,5
47197170,1385 , 62,75
47197217,015 , 125,25
47197263,8623 , 250,25
47197310,7362 , 312,75
47197357,6306 , 250,25
47197404,5173 , 125,25
47197436,596 , 62,75
47197468,6188 , 31,5
47197500,6415 , 15,875
47197532,6565 , 31,5
47197564,6746 , 62,75
47197598,8317 , 125,25
47197645,7077 , 250,25
47197692,5855 , 312,75
47197739,4563 , 250,25
47197786,3345 , 125,25
47197833,2216 , 62,75
47197880,0681 , 31,5
47197926,9612 , 15,875
47197973,8471 , 31,5
47198020,7231 , 62,75
47198067,5995 , 125,25
47198114,4747 , 250,25
47198161,349 , 312,75
47198208,2113 , 250,25
47198255,0907 , 125,25
47198287,1182 , 62,75
47198319,1413 , 31,5
47198351,164 , 15,875
47198383,1868 , 31,5
47198415,2091 , 62,75
47198450,8763 , 125,25
47198497,7523 , 250,25
47198544,627 , 312,75
47198591,4923 , 250,25
47198638,3679 , 125,25
47198670,7208 , 62,75
47198702,7431 , 31,5
47198734,7658 , 15,875
47198766,7903 , 31,5
47198799,0683 , 62,75
47198842,9465 , 125,25
47198889,8353 , 250,25
47198936,7109 , 312,75
47198983,5886 , 250,25
47199030,4595 , 125,25
47199077,3372 , 62,75
47199124,2243 , 31,5
47199171,0738 , 15,875
47199217,9648 , 31,5
47199264,8233 , 62,75
47199311,7181 , 125,25
47199358,5881 , 250,25
47199405,4774 , 312,75
47199452,3525 , 250,25
47199499,2294 , 125,25
47199546,1037 , 62,75
47199592,954 , 31,5
47199639,8454 , 15,875
47199686,7206 , 31,5
47199733,5804 , 62,75
47199780,4683 , 125,25
47199827,3572 , 250,25
47199874,2328 , 312,75
47199921,1092 , 250,25
47199953,5724 , 125,25
47199985,5934 , 62,75
47200017,6157 , 31,5
47200049,638 , 15,875
47200081,6655 , 31,5
47200115,8042 , 62,75
47200162,679 , 125,25
47200209,555 , 250,25
47200256,4579 , 312,75
47200303,3202 , 250,25
47200350,1988 , 125,25
47200397,0765 , 62,75
47200443,953 , 31,5
47200490,8251 , 15,875
47200537,7007 , 31,5
47200570,066 , 62,75
47200602,1867 , 125,25
47200634,3108 , 250,25
47200666,7299 , 312,75
47200699,1038 , 250,25
47200738,7246 , 125,25
47200785,9838 , 62,75
47200832,4664 , 31,5
47200879,3522 , 15,875
47200926,2278 , 31,5
47200973,0935 , 62,75
47201019,9678 , 125,25
47201066,8545 , 250,25
47201113,7297 , 312,75
47201160,6044 , 250,25
47201207,4663 , 125,25
47201254,3462 , 62,75
47201286,7187 , 31,5
47201318,7205 , 15,875
47201350,7445 , 31,5
47201382,7882 , 62,75
47201414,8182 , 125,25
47201456,4743 , 250,25
47201503,3473 , 312,75
47201550,2224 , 250,25
47201597,1087 , 125,25
47201643,9569 , 62,75
47201690,8496 , 31,5
47201737,7252 , 15,875
47201770,0716 , 31,5
47201802,1196 , 62,75
47201834,1419 , 125,25
47201866,1651 , 250,25
47201898,1955 , 312,75
47201940,5448 , 250,25
47201987,4105 , 125,25
47202034,2857 , 62,75
47202081,1454 , 31,5
47202128,0193 , 15,875
47202174,9022 , 31,5
47202221,7889 , 62,75
47202254,0438 , 125,25
47202286,0742 , 250,25
47202318,0961 , 312,75
47202350,1997 , 250,25
47202382,4649 , 125,25
47202414,4872 , 62,75
47202459,7561 , 31,5
47202506,6278 , 15,875
47202553,5201 , 31,5
47202600,3957 , 62,75
47202647,2815 , 125,25
47202694,1575 , 250,25
47202741,0322 , 312,75
47202787,901 , 250,25
47202820,1204 , 125,25
47202852,1483 , 62,75
47202884,1783 , 31,5
47202916,6727 , 15,875
47202948,6972 , 31,5
47202984,3383 , 62,75
47203031,2318 , 125,25
47203078,0894 , 250,25
47203124,9864 , 312,75
47203171,8397 , 250,25
47203218,7337 , 125,25
47203265,62 , 62,75
47203312,496 , 31,5
47203359,3446 , 15,875
47203406,2176 , 31,5
47203453,0996 , 62,75
47203499,9701 , 125,25
47203546,8628 , 250,25
47203593,7388 , 312,75
47203640,6242 , 250,25
47203687,5002 , 125,25
47203719,5456 , 62,75
47203751,5679 , 31,5
47203783,5906 , 15,875
47203815,6134 , 31,5
47203847,6284 , 62,75
47203887,2813 , 125,25
47203919,3007 , 250,25
47203951,7284 , 312,75
47203983,8401 , 250,25
47204015,8906 , 125,25
47204047,918 , 62,75
47204095,1866 , 31,5
47204142,0558 , 15,875
47204188,9502 , 31,5
47204235,8108 , 62,75
47204282,7039 , 125,25
47204329,5773 , 250,25
47204376,4337 , 312,75
47204423,3311 , 250,25
47204470,1853 , 125,25
47204502,6733 , 62,75
47204534,7003 , 31,5
47204566,7209 , 15,875
47204598,7423 , 31,5
47204630,7933 , 62,75
47204670,465 , 125,25
47204702,5776 , 250,25
47204735,063 , 312,75
47204767,0678 , 250,25
47204799,5272 , 125,25
47204831,5499 , 62,75
47204863,7142 , 31,5
47204910,5906 , 15,875
47204957,4547 , 31,5
47205004,3307 , 62,75
47205051,2101 , 125,25
47205098,0861 , 250,25
47205144,9655 , 312,75
47205191,8334 , 250,25
47205238,6902 , 125,25
47205285,5944 , 62,75
47205332,4627 , 31,5
47205379,3357 , 15,875
47205426,1925 , 31,5
47205473,0873 , 62,75
47205519,9454 , 125,25
47205566,8252 , 250,25
47205613,7248 , 312,75
47205660,5991 , 250,25
47205707,4481 , 125,25
47205754,34 , 62,75
47205801,1984 , 31,5
47205848,0941 , 15,875
47205894,9663 , 31,5
47205941,8252 , 62,75
47205988,7068 , 125,25
47206035,5755 , 250,25
47206082,469 , 312,75
47206129,3562 , 250,25
47206176,2309 , 125,25
47206223,0966 , 62,75
47206269,9547 , 31,5
47206316,8345 , 15,875
47206363,705 , 31,5
47206410,5947 , 62,75
47206457,457 , 125,25
47206504,36 , 250,25
47206551,2244 , 312,75
47206598,1 , 250,25
47206644,9876 , 125,25
47206691,855 , 62,75
47206738,7242 , 31,5
47206785,6032 , 15,875
47206832,4668 , 31,5
47206879,3514 , 62,75
47206926,2299 , 125,25
47206973,1153 , 250,25
47207019,9807 , 312,75
47207052,006 , 250,25
47207084,0449 , 125,25
47207116,0681 , 62,75
47207148,0831 , 31,5
47207180,1003 , 15,875
47207226,8857 , 31,5
47207273,7719 , 62,75
47207320,6381 , 125,25
47207352,8751 , 250,25
47207385,3374 , 312,75
47207417,4333 , 250,25
47207449,483 , 125,25
47207481,5267 , 62,75
47207519,1795 , 31,5
47207566,0384 , 15,875
47207612,9195 , 31,5
47207659,8109 , 62,75
47207706,6805 , 125,25
47207753,5702 , 250,25
47207785,5711 , 312,75
47207817,8209 , 250,25
47207849,8543 , 125,25
47207881,8767 , 62,75
47207913,996 , 31,5
47207953,1482 , 15,875
47208000,0272 , 31,5
47208046,9135 , 62,75
47208093,789 , 125,25
47208140,6642 , 250,25
47208187,5398 , 312,75
47208234,4072 , 250,25
47208281,2802 , 125,25
47208328,137 , 62,75
47208375,0344 , 31,5
47208421,9036 , 15,875
47208468,771 , 31,5
47208515,6458 , 62,75
47208562,5158 , 125,25
47208609,4097 , 250,25
47208656,2952 , 312,75
47208703,1712 , 250,25
47208735,5843 , 125,25
47208767,6233 , 62,75
47208799,6401 , 31,5
47208831,6778 , 15,875
47208864,1709 , 31,5
47208900,4882 , 62,75
47208947,3505 , 125,25
47208994,2273 , 250,25
47209041,085 , 312,75
47209087,9605 , 250,25
47209134,8374 , 125,25
47209181,7143 , 62,75
47209228,6087 , 31,5
47209275,4633 , 15,875
47209322,3397 , 31,5
47209369,2145 , 62,75
47209401,2239 , 125,25
47209433,4062 , 250,25
47209465,8856 , 312,75
47209498,0726 , 250,25
47209530,1159 , 125,25
47209562,4243 , 62,75
47209609,2716 , 31,5
47209656,1617 , 15,875
47209703,0245 , 31,5
47209735,1605 , 62,75
47209767,1837 , 125,25
47209799,206 , 250,25
47209831,2471 , 312,75
47209863,2699 , 250,25
47209901,4692 , 125,25
47209948,3409 , 62,75
47209995,2336 , 31,5
47210042,1088 , 15,875
47210088,969 , 31,5
47210135,8428 , 62,75
47210182,7227 , 125,25
47210229,6115 , 250,25
47210276,4867 , 312,75
47210323,3729 , 250,25
47210370,2481 , 125,25
47210417,1164 , 62,75
47210463,9869 , 31,5
47210510,8505 , 15,875
47210557,7303 , 31,5
47210604,6068 , 62,75
47210651,4759 , 125,25
47210698,3584 , 250,25
47210745,2262 , 312,75
47210792,1061 , 250,25
47210838,9783 , 125,25
47210885,8543 , 62,75
47210918,0267 , 31,5
47210950,0494 , 15,875
47210982,0756 , 31,5
47211014,0949 , 62,75
47211046,1202 , 125,25
47211082,2668 , 250,25
47211129,1411 , 312,75
47211176,0171 , 250,25
47211222,8935 , 125,25
47211269,7691 , 62,75
47211301,8671 , 31,5
47211333,8868 , 15,875
47211365,9125 , 31,5
47211397,9319 , 62,75
47211429,955 , 125,25
47211471,109 , 250,25
47211517,9867 , 312,75
47211564,8559 , 250,25
47211611,731 , 125,25
47211658,6062 , 62,75
47211705,4839 , 31,5
47211752,3586 , 15,875
47211784,7192 , 31,5
47211816,7424 , 62,75
47211848,7647 , 125,25
47211880,7874 , 250,25
47211913,2566 , 312,75
47211946,4892 , 250,25
47211993,3656 , 125,25
47212040,2113 , 62,75
47212087,0873 , 31,5
47212133,9838 , 15,875
47212180,8376 , 31,5
47212227,7324 , 62,75
47212274,611 , 125,25
47212321,4801 , 250,25
47212368,3592 , 312,75
47212415,2446 , 250,25
47212462,1219 , 125,25
47212508,9876 , 62,75
47212555,861 , 31,5
47212602,7473 , 15,875
47212634,7923 , 31,5
47212666,815 , 62,75
47212698,8296 , 125,25
47212730,8477 , 250,25
47212763,2946 , 312,75
47212802,9792 , 250,25
47212835,4334 , 125,25
47212867,4557 , 62,75
47212899,4785 , 31,5
47212931,5012 , 15,875
47212963,5239 , 31,5
47213004,6796 , 62,75
47213051,5531 , 125,25
47213098,4287 , 250,25
47213145,3085 , 312,75
47213192,1768 , 250,25
47213239,055 , 125,25
47213285,9417 , 62,75
47213318,0238 , 31,5
47213350,047 , 15,875
47213382,0693 , 31,5
47213414,092 , 62,75
47213446,1152 , 125,25
47213485,2845 , 250,25
47213532,1605 , 312,75
47213579,0356 , 250,25
47213625,8975 , 125,25
47213672,7761 , 62,75
47213719,6628 , 31,5
47213752,049 , 15,875
47213784,0611 , 31,5
47213816,278 , 62,75
47213848,3289 , 125,25
47213880,8255 , 250,25
47213913,2417 , 312,75
47213945,9572 , 250,25
47213992,8362 , 125,25
47214039,6947 , 62,75
47214086,5762 , 31,5
47214133,4629 , 15,875
47214180,3385 , 31,5
47214227,1987 , 62,75
47214274,0717 , 125,25
47214320,9653 , 250,25
47214367,8404 , 312,75
47214414,7194 , 250,25
47214461,5916 , 125,25
47214508,4676 , 62,75
47214555,3252 , 31,5
47214602,2004 , 15,875
47214634,2308 , 31,5
47214666,3792 , 62,75
47214698,402 , 125,25
47214730,4247 , 250,25
47214762,9084 , 312,75
47214809,8623 , 250,25
47214856,7242 , 125,25
47214903,604 , 62,75
47214950,4912 , 31,5
47214997,3419 , 15,875
47215044,2115 , 31,5
47215091,0867 , 62,75
47215137,97 , 125,25
47215184,8592 , 250,25
47215231,7293 , 312,75
47215278,6074 , 250,25
47215325,4937 , 125,25
47215372,3611 , 62,75
47215419,2346 , 31,5
47215451,7324 , 15,875
47215483,7607 , 31,5
47215515,7847 , 62,75
47215547,8066 , 125,25
47215580,3049 , 250,25
47215614,8978 , 312,75
47215661,7721 , 250,25
